status	part_public_id	category	internal_name	product_code	source_url	verified_title	reason	point_count
VERIFIED_KEEP	00000000-0000-4000-8000-000000011704	COOLER	iCUE LINK TITAN 360 RX RGB	63064838	https://prod.danawa.com/info/?pcode=63064838	[다나와] CORSAIR iCUE LINK TITAN 360 RX RGB (블랙)	manual-title-check-20260701-round2	7
VERIFIED_KEEP	bc007cef-1c53-4290-8a46-b97116ba1a68	COOLER	녹투아 NH-D15 G2 브라운	101072159	https://prod.danawa.com/info/?pcode=101072159	[다나와] NOCTUA NH-D15 G2 chromax.black	manual-title-check-20260701-round2	7
VERIFIED_KEEP	1bef087d-f9f4-4684-8fb5-7fc60a53198a	CPU	AMD 라이젠5-6세대 9600X 그래니트 릿지 정품(멀티팩)	62794079	https://prod.danawa.com/info/?pcode=62794079	[다나와] AMD 라이젠5-6세대 9600X (그래니트 릿지) (멀티팩 정품)	manual-title-check-20260701-round2	7
VERIFIED_KEEP	b49d66ca-3230-4380-a96f-f56ea6ee01db	CPU	AMD 라이젠7-6세대 9700X 그래니트 릿지 정품(멀티팩)	62794082	https://prod.danawa.com/info/?pcode=62794082	[다나와] AMD 라이젠7-6세대 9700X (그래니트 릿지) (멀티팩 정품)	manual-title-check-20260701-round2	7
VERIFIED_KEEP	c02903b4-1229-44f4-95ec-98a644c50dce	CPU	AMD 라이젠7-6세대 9800X3D (그래니트 릿지) (멀티팩 정품) - 아이티	70531547	https://prod.danawa.com/info/?pcode=70531547	[다나와] AMD 라이젠7-6세대 9800X3D (그래니트 릿지) (멀티팩 정품)	manual-title-check-20260701-round2	7
VERIFIED_KEEP	461c52ef-09bb-4785-8312-a604f85f7fe5	CPU	AMD 라이젠7-6세대 9800X3D 그래니트 릿지 정품(멀티팩)	70531547	https://prod.danawa.com/info/?pcode=70531547	[다나와] AMD 라이젠7-6세대 9800X3D (그래니트 릿지) (멀티팩 정품)	manual-title-check-20260701-round2	7
VERIFIED_KEEP	66a7866a-b4fd-4913-b2d8-5d2222365086	CPU	AMD 라이젠9-6세대 9900X3D 그래니트 릿지 정품(멀티팩,쿨러 미포함)	77790890	https://prod.danawa.com/info/?pcode=77790890	[다나와] AMD 라이젠9-6세대 9900X3D (그래니트 릿지) (멀티팩 정품)	manual-title-check-20260701-round2	7
VERIFIED_KEEP	45e8cee4-e344-4b2a-b01a-0471098d67ab	CPU	AMD 라이젠9-6세대 9950X (그래니트 릿지) (멀티팩(정품) 파인인포	63140417	https://prod.danawa.com/info/?pcode=63140417	[다나와] AMD 라이젠9-6세대 9950X (그래니트 릿지) (멀티팩 정품)	manual-title-check-20260701-round2	7
VERIFIED_KEEP	a75d6544-2296-4c4c-a7cd-64596e66f6d7	CPU	AMD 라이젠9-6세대 9950X3D 그래니트 릿지 정품(멀티팩)	77790914	https://prod.danawa.com/info/?pcode=77790914	[다나와] AMD 라이젠9-6세대 9950X3D (그래니트 릿지) (멀티팩 정품)	manual-title-check-20260701-round2	7
VERIFIED_KEEP	359067b5-7e18-4dca-9277-a052966ba4c7	CPU	인텔 인텔 코어 울트라9 285K 애로우레이크 정품 박스	69059459	https://prod.danawa.com/info/?pcode=69059459	[다나와] 인텔 코어 울트라9 시리즈2 285K (애로우레이크) (정품)	manual-title-check-20260701-round2	7
VERIFIED_KEEP	5bfe728f-7ccb-4678-9307-ac9eedd002df	CPU	인텔 코어 울트라5 시리즈2 245K 애로우레이크 정품	69059753	https://prod.danawa.com/info/?pcode=69059753	[다나와] 인텔 코어 울트라5 시리즈2 245K (애로우레이크) (정품)	manual-title-check-20260701-round2	7
VERIFIED_KEEP	23c1b9c2-ff70-4233-bde7-3a2756ee3d3c	CPU	인텔 코어 울트라7 시리즈2 265K 애로우레이크 정품	69059687	https://prod.danawa.com/info/?pcode=69059687	[다나와] 인텔 코어 울트라7 시리즈2 265K (애로우레이크) (정품)	manual-title-check-20260701-round2	7
VERIFIED_KEEP	81fdbb60-2bf9-4c07-975b-04bed25ba205	CPU	인텔 코어 울트라9 시리즈2 285K 애로우레이크 정품	69059459	https://prod.danawa.com/info/?pcode=69059459	[다나와] 인텔 코어 울트라9 시리즈2 285K (애로우레이크) (정품)	manual-title-check-20260701-round2	7
VERIFIED_KEEP	d5834448-23f7-49d6-8e29-56ab8e939f71	GPU	ASUS DUAL 지포스 RTX 5060 OC D7 8GB 인텍앤컴퍼니, 블랙	93861539	https://prod.danawa.com/info/?pcode=93861539	[다나와] ASUS DUAL 지포스 RTX 5060 D7 8GB 인텍앤컴퍼니	manual-title-check-20260701-round2	7
VERIFIED_KEEP	870bf708-6460-4ed0-9338-de74a69b3e86	GPU	ASUS DUAL 지포스 RTX 5060 TI OC D7 8GB 대원씨티에스	82450160	https://prod.danawa.com/info/?pcode=82450160	[다나와] ASUS DUAL 지포스 RTX 5060 TI OC D7 8GB 인텍앤컴퍼니	manual-title-check-20260701-round2	7
VERIFIED_KEEP	82162bae-b53b-4800-bde5-31f944468780	GPU	ASUS DUAL 지포스 RTX 5060 Ti OC D7 8GB  인텍앤컴퍼니	82450160	https://prod.danawa.com/info/?pcode=82450160	[다나와] ASUS DUAL 지포스 RTX 5060 TI OC D7 8GB 인텍앤컴퍼니	manual-title-check-20260701-round2	7
VERIFIED_KEEP	1eae7ad3-cb3c-41fd-98a7-f83ca94070cf	GPU	ASUS DUAL 지포스 RTX5060Ti 8GB 게이밍 그래픽카드	82450160	https://prod.danawa.com/info/?pcode=82450160	[다나와] ASUS DUAL 지포스 RTX 5060 TI OC D7 8GB 인텍앤컴퍼니	manual-title-check-20260701-round2	7
VERIFIED_KEEP	f10504e8-f901-49fe-8fe4-77360308c6b9	GPU	ASUS PRIME 지포스 RTX 5070 Ti D7 16GB  인텍앤컴퍼니	76511312	https://prod.danawa.com/info/?pcode=76511312	[다나와] ASUS PRIME 지포스 RTX 5070 Ti D7 16GB 대원씨티에스	manual-title-check-20260701-round2	7
VERIFIED_KEEP	e54d9492-17a1-44de-bf17-2136183079af	GPU	ASUS PRIME 지포스 RTX 5070 Ti OC D7 16GB 대원씨티에스	76511312	https://prod.danawa.com/info/?pcode=76511312	[다나와] ASUS PRIME 지포스 RTX 5070 Ti D7 16GB 대원씨티에스	manual-title-check-20260701-round2	7
VERIFIED_KEEP	4c1043ff-6246-486f-864e-e78de6081658	GPU	ASUS PRIME 지포스 RTX5070Ti 16GB 게이밍 그래픽카드	76511312	https://prod.danawa.com/info/?pcode=76511312	[다나와] ASUS PRIME 지포스 RTX 5070 Ti D7 16GB 대원씨티에스	manual-title-check-20260701-round2	7
VERIFIED_KEEP	1fab808e-5dec-462c-91ca-91b4485b169e	GPU	ASUS ROG Astral 지포스 RTX 5080 OC D7 16GB 인텍앤컴퍼니	75375185	https://prod.danawa.com/info/?pcode=75375185	[다나와] ASUS ROG Astral 지포스 RTX 5080 OC D7 16GB 대원씨티에스	manual-title-check-20260701-round2	7
VERIFIED_KEEP	e806eee2-37ad-4e61-b21a-51c4f9945e65	GPU	GIGABYTE 지포스 그래픽카드 RTX5060TI WINDFORCE MAX OC D7 8GB	93704759	https://prod.danawa.com/info/?pcode=93704759	[다나와] GIGABYTE 지포스 RTX 5060 Ti WINDFORCE MAX OC D7 8GB 피씨디렉트	manual-title-check-20260701-round2	7
VERIFIED_KEEP	51ea4d69-6660-4cdc-8e8d-068866842baf	GPU	MSI 지포스 RTX 5060 Ti 벤투스 2X OC 플러스 D7 16GB MSI코리아	81990338	https://prod.danawa.com/info/?pcode=81990338	[다나와] MSI 지포스 RTX 5060 Ti 벤투스 2X OC 플러스 D7 16GB	manual-title-check-20260701-round2	7
VERIFIED_KEEP	628db647-fca0-4dd7-8454-4284548cbcaf	GPU	MSI 지포스 RTX 5060 Ti 벤투스 2X OC 플러스 D7 16GB 그래픽카드	81990338	https://prod.danawa.com/info/?pcode=81990338	[다나와] MSI 지포스 RTX 5060 Ti 벤투스 2X OC 플러스 D7 16GB	manual-title-check-20260701-round2	7
VERIFIED_KEEP	97cba934-4666-43b4-a221-8eb54b4f0b2b	GPU	MSI 지포스 RTX 5060 Ti 벤투스 2X OC 플러스 D7 8GB MSI코리아	86814989	https://prod.danawa.com/info/?pcode=86814989	[다나와] MSI 지포스 RTX 5060 Ti 벤투스 2X OC 플러스 D7 8GB	manual-title-check-20260701-round2	7
VERIFIED_KEEP	2e21f9a8-45ad-4a70-b9e6-8ecbbe3dd3ef	GPU	MSI 지포스 RTX 5060 벤투스 2X OC D7 8GB MSI코리아	90956033	https://prod.danawa.com/info/?pcode=90956033	[다나와] MSI 지포스 RTX 5060 벤투스 2X OC D7 8GB	manual-title-check-20260701-round2	7
VERIFIED_KEEP	8482e6fd-a1a2-4eee-856d-a9ac1e796789	GPU	MSI 지포스 RTX 5060 쉐도우 2X OC D7 8GB MSI코리아	90955973	https://prod.danawa.com/info/?pcode=90955973	[다나와] MSI 지포스 RTX 5060 쉐도우 2X OC D7 8GB	manual-title-check-20260701-round2	7
VERIFIED_KEEP	17725485-dc95-44a8-b810-ecb2378f74a0	GPU	MSI 지포스 RTX 5070 Ti 게이밍 트리오 OC D7 16GB 트라이프로져4	90160715	https://prod.danawa.com/info/?pcode=90160715	[다나와] MSI 지포스 RTX 5070 Ti 게이밍 트리오 OC D7 16GB 트라이프로져4	manual-title-check-20260701-round2	7
VERIFIED_KEEP	4f5b001d-3f1b-4e57-9c42-573d308d1193	GPU	MSI 지포스 RTX 5070 Ti 게이밍 트리오 OC D7 16GB 트라이프로져4 MSI코리아, 블랙	90160715	https://prod.danawa.com/info/?pcode=90160715	[다나와] MSI 지포스 RTX 5070 Ti 게이밍 트리오 OC D7 16GB 트라이프로져4	manual-title-check-20260701-round2	7
VERIFIED_KEEP	a76ff652-7c33-4640-b7ee-beb3c82c6109	GPU	MSI 지포스 RTX 5070 게이밍 트리오 OC D7 12GB 트라이프로져4 MSI코리아, 블랙	77379380	https://prod.danawa.com/info/?pcode=77379380	[다나와] MSI 지포스 RTX 5070 게이밍 트리오 OC D7 12GB 트라이프로져4	manual-title-check-20260701-round2	7
VERIFIED_KEEP	5041714f-88d9-48ae-988c-402263cb5545	GPU	MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져	75541700	https://prod.danawa.com/info/?pcode=75541700	[다나와] MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져	manual-title-check-20260701-round2	7
VERIFIED_KEEP	5d27c35a-0d1c-4e1b-a02b-678c37a32d39	GPU	MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져 MSI코리아	75541700	https://prod.danawa.com/info/?pcode=75541700	[다나와] MSI 지포스 RTX 5080 뱅가드 SOC D7 16GB 하이퍼프로져	manual-title-check-20260701-round2	7
